Kanji	English	Reading	Example Sentence	Example Sentence Reading	English Sentence	reading score	writing score
全般	whole, general	ぜんぱん	彼は植物<b>全般</b>に詳しいね。	かれ は しょくぶつ <b>ぜんぱん</b> に くわしい ね	He knows a lot about plants in general.	0	0
本格的	full-scale, authentic	ほんかくてき	彼は絵を<b>本格的</b>に勉強しているんだ。	かれ は え を <b>ほんかくてき</b> に べんきょう して いる ん だ	He studies painting seriously.	0	0
全面的	all-out, overall	ぜんめんてき	彼が<b>全面的</b>に協力してくれるそうです。	かれ が <b>ぜんめんてき</b> に きょうりょく して くれる そう です	I hear that he'll cooperate completely.	0	0
論理的	logical	ろんりてき	彼は<b>論理的</b>な人です。	かれ は <b>ろんりてき</b> な ひと です	He's a logical person.	0	0
知的	intellectual, mental	ちてき	彼はすごく<b>知的</b>な人です。	かれ は すごく <b>ちてき</b> な ひと です	He's an extremely intellectual person.	0	0
目的地	destination, goal	もくてきち	やっと<b>目的地</b>に着いたよ。	やっと <b>もくてきち</b> に ついた よ	I finally arrived at the destination.	0	0
リットル	liter, litre	リットル	今日は水を2<b>リットル</b>以上飲んだわ。	きょう は みず を 2 <b>りっとる</b> いじょう のんだ わ	I drank more than two liters of water today.	0	0
文化的	cultural	ぶんかてき	この国は<b>文化的</b>な事業に力を入れています。	この くに は <b>ぶんかてき</b> な じぎょう に ちから を いれて います	This country is putting efforts into cultural projects.	0	0
男性的	masculine, manly	だんせいてき	彼はとても<b>男性的</b>な人です。	かれ は とても <b>だんせいてき</b> な ひと です	He's a very manly person.	0	0
普段	usual, ordinary	ふだん	私は<b>普段</b>はTシャツとジーンズを着ています。	わたし は <b>ふだん</b> は てぃーしゃつ と じーんず を きて います	I usually wear a T-shirt and jeans.	0	0
並み	ordinary, average	なみ	彼は<b>並み</b>の人間ではありません。	かれ は <b>なみ</b> の にんげん で は ありません	He's not an average man.	0	0
並木	row of trees, roadside trees	なみき	駅前の<b>並木</b>が台風で倒れたらしい。	えきまえ の <b>なみき</b> が たいふう で たおれた らしい	I hear the trees around the station fell over due to the typhoon.	0	0
わざと	on purpose	わざと	彼は<b>わざと</b>負けたように見えたな。	かれ は <b>わざと</b> まけた よう に みえた な	It looked like he lost on purpose.	0	0
平面	level surface, plain	へいめん	このメガネをかけると<b>平面</b>が立体に見えます。	この めがね を かける と <b>へいめん</b> が りったい に みえます	When you wear these glasses, two-dimensional things look three-dimensional.	0	0
平気	nonchalant, calm	へいき	彼女は<b>平気</b>な顔をしていた。	かのじょ は <b>へいき</b> な かお を して いた	She looked as if nothing had happened.	0	0
平ら	flat, level	たいら	その建物の屋根は<b>平ら</b>だね。	その たてもの の やね は <b>たいら</b> だ　ね	The roof on that building is flat.	0	0
平行	parallel, side by side	へいこう	<b>平行</b>に線を引いてください。	<b>へいこう</b> に せん を ひいて ください	Please draw the lines parallel.	0	0
不平	discontent, dissatisfaction	ふへい	私はいつも同僚の<b>不平</b>を聞いているんだ。	わたし は いつも どうりょう の <b>ふへい</b> を きいて いる ん だ	I'm always hearing my colleague's complaints.	0	0
とっくに	long ago	とっくに	彼なら<b>とっくに</b>帰りましたよ。	かれ なら <b>とっくに</b> かえりました よ	He's already gone home.	0	0
地平線	horizon	ちへいせん	<b>地平線</b>に夕日が沈むところだったの。	<b>ちへいせん</b> に ゆうひ が しずむ ところ だった の	The sun was setting on the horizon.	0	0
平野	plain, open field	へいや	広い<b>平野</b>が一面雪で真っ白でした。	ひろい <b>へいや</b> が いちめん ゆき で まっしろ でした	The vast plains were pure-white with the snow.	0	0
平たい	flat, level	ひらたい	<b>平たい</b>お皿を一枚取って。	<b>ひらたい</b> おさら を いちまい とって	Can you hand me a plate?	0	0
平方	square	へいほう	この土地の面積は約100<b>平方</b>メートルです。	この とち の めんせき は やく 100 <b>へいほう</b>めーとる です	The area of this land is about 100 square meters.	0	0
平日	weekday	へいじつ	彼は<b>平日</b>がお休みです。	かれ は <b>へいじつ</b> が おやすみ です	He has weekdays off.	0	0
ベスト	best	ベスト	私は<b>ベスト</b>を尽くしました。	わたし は <b>べすと</b> を つくしました	I did my best.	0	0
平均	average, equilibrium	へいきん	<b>平均</b>で一日に8時間ぐらい働いています。	<b>へいきん</b> で いちにち に 8 じかん ぐらい はたらいて います	I work for about eight hours a day on average.	0	0
等しい	equal, same	ひとしい	私は株の知識がないに<b>等しい</b>です。	わたし は かぶ の ちしき が ない に <b>ひとしい</b> です	I have almost no knowledge of stocks.	0	0
平等	equality, impartiality	びょうどう	あの先生は生徒をみな<b>平等</b>に扱います。	あの せんせい は せいと を みな <b>びょうどう</b> に あつかいます	That teacher treats all students equally.	0	0
同等	equality	どうとう	彼には大学生と<b>同等</b>の学力があります。	かれ に は だいがくせい と <b>どうとう</b> の がくりょく が あります	He has the same academic ability as university students.	0	0
対等	equality, parity	たいとう	その子供は大人と<b>対等</b>に話していたよ。	その こども は おとな と <b>たいとう</b> に はなして いた よ	That kid was speaking with an adult as an equal.	0	0
不平等	unequal, unfair	ふびょうどう	職場での男女<b>不平等</b>はよく見られるね。	しょくば で の だんじょ <b>ふびょうどう</b> は よく みられる ね	You can often find gender inequality in the workplace.	0	0
ワンピース	dress	ワンピース	彼女は白い<b>ワンピース</b>を着ていたよ。	かのじょ は しろい <b>わんぴーす</b> を きて いた よ	She was wearing a white dress.	0	0
病室	patient room, ward	びょうしつ	その<b>病室</b>はとても広くてきれいだった。	その <b>びょうしつ</b> は とても ひろくて きれい だった	The hospital room was very large and clean.	0	0
病人	sick person, patient	びょうにん	<b>病人</b>が出たので電車が少し止まったんだ。	<b>びょうにん</b> が でた の で でんしゃ が すこし とまった ん だ	The train stopped for a while as someone was ill.	0	0
内科	internal medicine	ないか	<b>内科</b>で胃の調子を診てもらったよ。	<b>ないか</b> で い の ちょうし を みて もらった よ	I had my stomach examined in the internal medicine department.	0	0
必死	desperation	ひっし	学生たちは授業についていくのに<b>必死</b>です。	がくせいたち は じゅぎょう に ついて いく の に <b>ひっし</b> です	Students are desperately trying to follow the class.	0	0
病死	death from sickness	びょうし	その作家は35歳という若さで<b>病死</b>した。	その さっか は 35 さい と いう わかさ で <b>びょうし</b> した	The writer died of an illness at the young age of 35.	0	0
ダイヤモンド	diamond	ダイヤモンド	<b>ダイヤモンド</b>はとても高価ですね。	<b>だいやもんど</b> は とても こうか です ね	Diamonds are very expensive.	0	0
必死に	desperately	ひっしに	<b>必死に</b>単語を暗記したよ。	<b>ひっしに</b> たんご を あんき した よ	I struggled to memorize the words.	0	0
亡くす	lose (in death)	なくす	昨年、友人を<b>亡くしました</b>。	さくねん ゆうじん を <b>なくしました</b>	I lost my friend last year.	0	0
多忙	very busy	たぼう	彼女は<b>多忙</b>な人です。	かのじょ は <b>たぼう</b> な ひと です	She's a busy person.	0	0
疲れ	fatigue, exhaustion	つかれ	最近<b>疲れ</b>がたまっています。	さいきん <b>つかれ</b> が たまって います	My fatigue is building up these days.	0	0
立ち入り禁止	no trespassing	たちいりきんし	ここは<b>立ち入り禁止</b>です。	ここ は <b>たちいりきんし</b> です	This is a restricted area.	0	0
ナンバー	number	ナンバー	その車の<b>ナンバー</b>を覚えていますか。	その くるま の <b>なんばー</b> を おぼえて います か	Do you remember the car's license number?	0	0
日本酒	sake, rice wine	にほんしゅ	珍しい<b>日本酒</b>が手に入りました。	めずらしい <b>にほんしゅ</b> が て に はいりました	I obtained some unusual sake.	0	0
酔う	get drunk	よう	みんなかなり<b>酔っていた</b>の。	みんな かなり <b>よって いた</b> の	Everyone got considerably drunk.	0	0
保つ	preserve, sustain	たもつ	彼女は若さを<b>保とう</b>と必死だ。	かのじょ は わかさ を <b>たもとう</b> と ひっし だ	She's desperately trying to retain her youth.	0	0
保険	insurance	ほけん	あなたは<b>保険</b>に加入していますか。	あなた は <b>ほけん</b> に かにゅう して います か	Have you taken out insurance?	0	0
保証	guarantee, warranty	ほしょう	この製品の<b>保証</b>期間は5年間となっております。	この せいひん の <b>ほしょう</b> きかん は 5 ねん かん と なって おります	The guarantee period of this product is five years.	0	0
保証人	guarantor	ほしょうにん	彼が私の<b>保証人</b>になってくれました。	かれ が わたし の <b>ほしょうにん</b> に なって くれました	He became my guarantor.	0	0
とうとう	at last, after all	とうとう	<b>とうとう</b>引っ越しの日がきました。	<b>とうとう</b> ひっこし の ひ が きました	At last, moving day has come.	0	0
保存	preservation, conservation	ほぞん	データを30分おきに<b>保存</b>してください。	でーた を 30 ぷん おき に <b>ほぞん</b> して ください	Please save data every 30 minutes.	0	0
存じる	think, know	ぞんじる	郵便局はどこかご<b>存じ</b>ですか。	ゆうびんきょく は どこ か ご<b>ぞんじ</b> です か	Do you know where the post office is?	0	0
注ぐ	pour into, concentrate	そそぐ	みんなのグラスにジュースを<b>注いだ</b>よ。	みんな の ぐらす に じゅーす を <b>そそいだ</b> よ	I poured juice into everyone's glass.	0	0
注	annotation, explanatory note	ちゅう	詳しくは<b>注</b>を読んでください。	くわしくは <b>ちゅう</b> を よんで ください	For details, please read the notes.	0	0
同意	consent, approval	どうい	彼の意見には<b>同意</b>できません。	かれ の いけん に は <b>どうい</b> できません	I can't agree with his opinion.	0	0
とんでもない	unthinkable, outrageous	とんでもない	仕事中に帰るなんて<b>とんでもない</b>。	しごとちゅう に かえる なんて <b>とんでもない</b>	It's unthinkable to go home in the middle of work.	0	0
無意味	meaningless, absurd	むいみ	そんなことをしても<b>無意味</b>よ。	そんな こと を して も <b>むいみ</b> よ	It's meaningless to do such a thing.	0	0
不注意	carelessness, inattention	ふちゅうい	その事故は運転手の<b>不注意</b>が原因で起きたの。	その じこ は うんてんしゅ の <b>ふちゅうい</b> が げんいん で おきた の	The accident happened due to the driver's carelessness.	0	0
生意気	cheeky, conceited	なまいき	あの子は<b>生意気</b>だと思います。	あの こ は <b>なまいき</b> だ と おもいます	That kid is quite cheeky, I think.	0	0
確かめる	make sure of, confirm	たしかめる	母はお釣りを<b>確かめた</b>の。	はは は おつり を <b>たしかめた</b> の	My mother checked the change.	0	0
明確	clear, precise	めいかく	彼女には<b>明確</b>な目標があるね。	かのじょ に は <b>めいかく</b> な もくひょう が ある ね	She has a clear aim.	0	0
にこやか	smiling, beaming	にこやか	彼らは<b>にこやか</b>に挨拶を交わしたけどね。	かれら は <b>にこやか</b> に あいさつ を かわした けど ね	They exchanged greetings with a smile at first.	0	0
不確か	unreliable, uncertain	ふたしか	人の記憶は<b>不確か</b>よ。	ひと の きおく は <b>ふたしか</b> よ	Human memories are unreliable.	0	0
認可	approval, authorization	にんか	この薬はまだ<b>認可</b>されていません。	この くすり は まだ <b>にんか</b> されて いません	This drug has yet to be approved.	0	0
認める	recognize, acknowledge	みとめる	父が彼女との結婚を<b>認めてくれました</b>。	ちち が かのじょ と の けっこん を <b>みとめて くれました</b>	My father gave me permission to marry her.	0	0
率	ratio, proportion	りつ	その手術の成功<b>率</b>は90%だそうです。	その しゅじゅつ の せいこう<b>りつ</b> は 90% だ そう です	Apparently, the success rate of the operation is 90 %.	0	0
率直	frank, openhearted	そっちょく	<b>率直</b>なご意見ありがとうございました。	<b>そっちょく</b> な ごいけん ありがとう ございました	Thank you for your straightforward opinion.	0	0
能率	efficiency	のうりつ	この方法だと<b>能率</b>がいいですね。	この ほうほう だ と <b>のうりつ</b> が いい です ね	Using this method is more efficient.	0	0
ロッカー	locker	ロッカー	荷物を駅の<b>ロッカー</b>に入れた。	にもつ を えき の <b>ろっかー</b> に いれた	I put my luggage in a locker at the station.	0	0
旅客機	passenger plane	りょかくき	<b>旅客機</b>が墜落したよ。	<b>りょかくき</b> が ついらく した よ	The passenger jet crashed.	0	0
不器用	clumsy, unskillful	ぶきよう	妹は<b>不器用</b>で、料理も苦手なの。	いもうと は <b>ぶきよう</b> で りょうり も にがて な の	My little sister is clumsy and not good at cooking.	0	0
道具	tool	どうぐ	<b>道具</b>は全部揃っていますか。	<b>どうぐ</b> は ぜんぶ そろって います か	Do we have all the tools ready?	0	0
予備	reserve, spare	よび	旅行には<b>予備</b>の靴を持って行きます。	りょこう に は <b>よび</b> の くつ を もって いきます	I'll take some spare shoes on holiday.	0	0
説く	explain, preach	とく	彼は非暴力を<b>説きました</b>。	かれ は ひぼうりょく を <b>ときました</b>	He preached nonviolence.	0	0
プライド	pride	プライド	彼は<b>プライド</b>が高い人です。	かれ は <b>ぷらいど</b> が たかい ひと です	He's a proud person.	0	0
不公平	unfair, unjust	ふこうへい	彼のやり方は<b>不公平</b>です。	かれ の やりかた は <b>ふこうへい</b> です	His way of doing things is unfair.	0	0
遊園地	amusement park	ゆうえんち	この<b>遊園地</b>のチケットは3000円です。	この <b>ゆうえんち</b> の ちけっと は さんぜんえん です	The tickets for this amusement park are 3000 yen.	0	0
保育園	day-care center, nursery school	ほいくえん	娘を<b>保育園</b>に迎えに行きます。	むすめ を <b>ほいくえん</b> に むかえ に いきます	I'm going to pick up my daughter at day-care.	0	0
飛び出す	fly out, dash out	とびだす	彼は道路に<b>飛び出した</b>の。	かれ は どうろ に <b>とびだした</b> の	He ran out into the road.	0	0
飛ばす	fly, shoot	とばす	子供が紙飛行機を<b>飛ばしています</b>。	こども が かみひこうき を <b>とばして います</b>	The child is flying a paper airplane.	0	0
ママ	mommy, mummy	ママ	<b>ママ</b>に聞いてみよう。	<b>まま</b> に きいて みよう	Let's ask Mom.	0	0
飛び上がる	fly up, jump up	とびあがる	大きな音にびっくりして<b>飛び上がりました</b>。	おおき な おと に びっくり して <b>とびあがりました</b>	I jumped in surprise at the loud noise.	0	0
飛び下りる	jump off, jump down	とびおりる	猫が屋根から<b>飛び下りました</b>。	ねこ が やね から <b>とびおりました</b>	A cat jumped down from the roof.	0	0
飛び込む	dive into	とびこむ	カエルが池に<b>飛び込んだ</b>ね。	かえる が いけ に <b>とびこんだ</b> ね	The frog jumped into the pond.	0	0
飛行	flight, aviation	ひこう	このフライトの<b>飛行</b>時間は約3時間です。	この ふらいと の <b>ひこう</b> じかん は やく 3 じかん です	The flight time is about three hours.	0	0
船長	captain	せんちょう	私がこの船の<b>船長</b>です。	わたし が この ふね の <b>せんちょう</b> です	I'm captain of this ship.	0	0
風船	balloon	ふうせん	子供が<b>風船</b>を膨らませているね。	こども が <b>ふうせん</b> を ふくらませて いる ね	The child is blowing up a balloon.	0	0
半島	peninsula	はんとう	台風がその<b>半島</b>を通過したの。	たいふう が その <b>はんとう</b> を つうか した の	The typhoon passed over the peninsula.	0	0
不完全	imperfection, incompleteness	ふかんぜん	このデータはまだ<b>不完全</b>ね。	この でーた は まだ <b>ふかんぜん</b> ね	This data is still unfinished.	0	0
達成	attain, achieve	たっせい	彼は今月の売上目標を<b>達成</b>した。	かれ は こんげつ の うりあげ もくひょう を <b>たっせい</b> した	He achieved the sales target this month.	0	0
成り立つ	consist of, be built on	なりたつ	この島は観光で<b>成り立って</b>います。	この しま は かんこう で <b>なりたって</b> います	This island is built on sightseeing.	0	0
バッジ	badge	バッジ	彼は弁護士<b>バッジ</b>を付けていたよ。	かれ は べんごし <b>ばっじ</b> を つけて いた よ	He was wearing a lawyer's badge.	0	0
未成年	minor, underage	みせいねん	<b>未成年</b>はお酒を飲めません。	<b>みせいねん</b> は おさけ を のめません	Minors can't drink alcohol.	0	0
敗れる	be defeated, be beaten	やぶれる	私のチームは1回戦で<b>敗れた</b>よ。	わたし の ちーむ は 1 かいせん で <b>やぶれた</b> よ	My team lost in the first round.	0	0
野原	field, plain	のはら	私たちは<b>野原</b>で花をつんだの。	わたしたち は <b>のはら</b> で はな を つんだ の	We picked flowers in the field.	0	0
原	plain, field	はら	クローバーの<b>原</b>でピクニックをしたよ。	くろーばー の <b>はら</b> で ぴくにっく を した よ	We had a picnic in a clover field.	0	0
要因	primary factor, main cause	よういん	私たちはがんの<b>要因</b>を研究しています。	わたしたち は がん の <b>よういん</b> を けんきゅう して います	We're researching the contributing factors of cancer.	0	0
ピン	hairpin, pin	ピン	彼女はいつも髪を<b>ピン</b>で留めているね。	かのじょ は いつも かみ を <b>ぴん</b> で とめて いる ね	She always holds her hair with pins.	0	0
因る	be caused by, be due to	よる	彼の病気は過労に<b>因る</b>ものです。	かれ の びょうき は かろう に <b>よる</b> もの です	His sickness is caused by overwork.	0	0
物資	commodities, goods	ぶっし	被災地に<b>物資</b>を送ったよ。	ひさいち に <b>ぶっし</b> を おくった よ	We sent supplies to the disaster area.	0	0
願い	wish, request	ねがい	世界の平和が私たちの<b>願い</b>です。	せかい の へいわ が わたし たち の <b>ねがい</b> です	Our wish is for world peace.	0	0
不正	fraud, impropriety	ふせい	試験で<b>不正</b>が見つかったよ。	しけん で <b>ふせい</b> が みつかった よ	Cheating was discovered in the examination.	0	0
大正	Taisho era	たいしょう	祖母は<b>大正</b>生まれです。	そぼ は <b>たいしょう</b> うまれ です	My grandmother was born in the Taisho era.	0	0
まあ	well	まあ	<b>まあ</b>これでいいだろう。	<b>まあ</b>これでいいだろう。	Well, this will do I suppose.	0	0
正に	just, surely	まさに	彼は<b>正に</b>英雄ね。	かれ は <b>まさに</b> えいゆう ね	He's a real hero.	0	0
常に	always, at all times	つねに	彼は<b>常に</b>姿勢がいい。	かれ は <b>つねに</b> しせい が いい	His posture is always good.	0	0
日常	daily, everyday	にちじょう	音楽は私の<b>日常</b>の一部です。	おんがく は わたし の <b>にちじょう</b> の いちぶ です	Music is a part of my daily life.	0	0
知識	knowledge	ちしき	私は旅行から多くの<b>知識</b>を得た。	わたし は りょこう から おおく の <b>ちしき</b> を えた	I gained a lot of knowledge from traveling.	0	0
認識	recognition, acknowledgment	にんしき	その件は終わったと<b>認識</b>しています。	その けん は おわった と <b>にんしき</b> して います	My understanding is that the matter is over.	0	0
無意識	unconsciously, without thinking	むいしき	私は<b>無意識</b>に彼を傷つけてしまった。	わたし は <b>むいしき</b> に かれ を きずつけて しまった	Unintentionally, I ended up hurting him.	0	0
むなしい	empty, vain	むなしい	愛がなければ人生は<b>むなしい</b>よ。	あい が なければ じんせい は <b>むなしい</b> よ	Life is empty without love.	0	0
非難	criticism, blame	ひなん	国民は総理大臣を<b>非難</b>しているね。	こくみん は そうり だいじん を <b>ひなん</b> して いる ね	The people are criticizing the Prime Minister.	0	0
非常	emergency, calamity	ひじょう	<b>非常</b>事態です。	<b>ひじょう</b> じたい です	We're in a state of emergency!	0	0
非常識	lack of common sense	ひじょうしき	彼は<b>非常識</b>な時間に電話してきたの。	かれ は <b>ひじょうしき</b> な じかん に でんわ して きた の	He called me at an unreasonable hour.	0	0
非常口	emergency exit	ひじょうぐち	ビルの<b>非常口</b>を確認したの。	びる の <b>ひじょうぐち</b> を かくにん した の	I checked the building's fire exit.	0	0
調子	tone, condition	ちょうし	体の<b>調子</b>がとても良いです。	からだ の <b>ちょうし</b> が とても いい です	I'm in good physical condition.	0	0
ついで	on the way	ついで	<b>ついで</b>だから彼も呼ぼうよ。	<b>ついで</b> だから かれ も よぼうよ	Let's use this chance to invite him too.	0	0
調和	harmony, agreement	ちょうわ	彼女は自然と<b>調和</b>した暮らし方をしているの。	かのじょ は しぜん と <b>ちょうわ</b> した くらし かた を して いる の	She lives her life in harmony with nature.	0	0
体調	health condition	たいちょう	今日は<b>体調</b>が悪いです。	きょう は <b>たいちょう</b> が わるい です	I feel sick today.	0	0
単調	monotonous, dull	たんちょう	この曲は<b>単調</b>でつまらないな。	この きょく は <b>たんちょう</b> で つまらない な	This tune is monotonous and boring.	0	0
調味料	seasoning, flavoring	ちょうみりょう	塩、コショウはよく使われる<b>調味料</b>です。	しお こしょう は よく つかわれる <b>ちょうみりょう</b> です	Salt and pepper are commonly used seasonings.	0	0
調整	regulation, adjustment	ちょうせい	今、スケジュールの<b>調整</b>をしています。	いま すけじゅーる の <b>ちょうせい</b> を して います	I'm adjusting the schedule now.	0	0
バケツ	bucket	バケツ	<b>バケツ</b>に水を汲んできてください。	<b>ばけつ</b> に みず を くんで きて ください	Please fetch water in the bucket.	0	0
整える	arrange, adjust	ととのえる	彼はスピーチの前に服装を<b>整えた</b>。	かれ は すぴーち の まえ に ふくそう を <b>ととのえた</b>	He straightened up his clothes before the speech.	0	0
整う	be in order, be adjusted	ととのう	パーティーの準備が<b>整いました</b>。	ぱーてぃー の じゅんび が <b>ととのいました</b>	The preparations for the party are all in order.	0	0
調節	adjustment, regulation	ちょうせつ	ここで部屋の温度が<b>調節</b>できます。	ここ で へや の おんど が <b>ちょうせつ</b> できます	You can adjust the room temperature here.	0	0
提出	submittal	ていしゅつ	課題は7月5日までに<b>提出</b>してください。	かだい は 7 がつ 5 か まで に <b>ていしゅつ</b> して ください	Please submit your assignment by July 5.	0	0
前提	assumption, premise	ぜんてい	交渉が成立するという<b>前提</b>で話を進めます。	こうしょう が せいりつ する と いう <b>ぜんてい</b> で はなし を すすめます	We're proceeding with talks under the assumption we'll complete the deal.	0	0
答案	examination paper, answer	とうあん	今から<b>答案</b>を集めます。	いま から <b>とうあん</b> を あつめます	I'll collect the answer sheets now.	0	0
はっと	taken aback	はっと	彼女の美しさに<b>はっと</b>したよ。	かのじょ の うつくしさ に <b>はっと</b> した よ	I was amazed by her beauty.	0	0
投票	vote, ballot	とうひょう	私は朝早く<b>投票</b>を済ませました。	わたし は あさ はやく <b>とうひょう</b> を すませました	I finished voting early in the morning.	0	0
目標	target, goal	もくひょう	私は父を<b>目標</b>にしています。	わたし は ちち を <b>もくひょう</b> に して います	I take my father as a role model.	0	0
標準	standard, norm	ひょうじゅん	ニュースでは<b>標準</b>語が使われるの。	にゅーす で は <b>ひょうじゅん</b>ご が つかわれる の	Standard language is used in news broadcasts.	0	0
連れる	take along, bring along	つれる	親が君を一度<b>連れて</b>来いって言うんだ。	おや が きみ を いちど <b>つれて</b> こい って いう ん だ	My parents said I should take you to their place one time.	0	0
連日	day after day, everyday	れんじつ	展覧会は<b>連日</b>賑わいました。	てんらんかい は <b>れんじつ</b> にぎわいました	The exhibition was crowded every day.	0	0
連休	consecutive holidays	れんきゅう	今度の<b>連休</b>は実家に帰ります。	こんど の <b>れんきゅう</b> は じっか に かえります	I'll go back to my parents' house for the next consecutive holidays.	0	0
連れ	companion	つれ	彼女は私の<b>連れ</b>です。	かのじょ は わたし の <b>つれ</b> です	She's with me.	0	0
連絡	connection, communication	れんらく	仕事が終わったら<b>連絡</b>します。	しごと が おわったら <b>れんらく</b> します	I'll contact you when I finish the job.	0	0
手続き	procedure, formalities	てつづき	入国<b>手続き</b>が終わりました。	にゅうこく <b>てつづき</b> が おわりました	The immigration procedures are finished.	0	0
連続	continuation, succession	れんぞく	彼女の人生は苦労の<b>連続</b>でした。	かのじょ の じんせい は くろう の <b>れんぞく</b> でした	Her life was a series of hardships.	0	0
もしも	if, if ever	もしも	<b>もしも</b>彼女と結婚できたらどんなに嬉しいだろう。	<b>もしも</b> かのじょ と けっこん できたら どんなに うれしい だろう	If I could ever marry her, how happy I would be!	0	0
続々	in rapid succession, one after another	ぞくぞく	お客さんが<b>続々</b>とやって来ましたよ。	おきゃくさん が <b>ぞくぞく</b> と やってきました よ	The guests came one after another.	0	0
続き	continuation, sequel	つづき	話の<b>続き</b>は電話でしましょう。	はなし の <b>つづき</b> は でんわ で しましょう	Let's continue this conversation on the phone.	0	0
長続き	lasting for a long time	ながつづき	彼は仕事が<b>長続き</b>しません。	かれ は しごと が <b>ながつづき</b> しません	He can't keep a job for long.	0	0
相場	market price, speculation	そうば	この辺りの家賃の<b>相場</b>はいくらですか。	この あたり の やちん の <b>そうば</b> は いくら です か	What is the going rate for rent around here?	0	0
相当	correspondence, suitability	そうとう	1ポンドは454グラムに<b>相当</b>します。	いちぽんど は 454 ぐらむ に <b>そうとう</b> します	One pound is equivalent to 454 grams.	0	0
やかましい	noisy, clamorous	やかましい	スピーカーの音が<b>やかましい</b>な。	すぴーかー の おと が <b>やかましい</b> な	The sound coming from the speaker's too loud.	0	0
相応しい	suitable, appropriate	ふさわしい	その場に<b>相応しい</b>服装で来てください。	その ば に <b>ふさわしい</b> ふくそう で きて ください	Please come in suitable clothes for the occasion.	0	0
対談	interview	たいだん	雑誌にその女優の<b>対談</b>が載っていたよ。	ざっし に その じょゆう の <b>たいだん</b> が のって いた よ	There was an interview with that actress in a magazine.	0	0
録画	videotaping	ろくが	好きな番組を<b>録画</b>したの。	すき な ばんぐみ を <b>ろくが</b> した の	I recorded my favorite program.	0	0
録音テープ	tape	ろくおんテープ	インタビューはこの<b>録音テープ</b>に入っています。	いんたびゅー は この <b>ろくおんてーぷ</b> に はいって います	The interview is recorded on this tape.	0	0
登場	appearance on stage, appearance	とうじょう	彼女の<b>登場</b>で会場は盛り上がったね。	かのじょ の <b>とうじょう</b> で かいじょう は もりあがった ね	The audience got excited as she appeared.	0	0
登録	registration	とうろく	心理学の授業に<b>登録</b>しましたか。	しんりがく の じゅぎょう に <b>とうろく</b> しました か	Have you registered for the psychology class?	0	0
バット	bat	バット	この<b>バット</b>は金属で出来ています。	この <b>ばっと</b> は きんぞく で できて います	This bat is made of metal.	0	0
登山	climbing, mountaineer	とざん	夏休みには家族で<b>登山</b>をします。	なつやすみ に は かぞく で <b>とざん</b> を します	I'm going mountain climbing with my family during summer vacation.	0	0
登校	attending school	とうこう	生徒たちは朝8時ごろ<b>登校</b>します。	せいとたち は あさ 8 じごろ <b>とうこう</b> します	Pupils arrive at school around 8 AM.	0	0
山登り	mountain climbing	やまのぼり	明日は友達と<b>山登り</b>に行きます。	あした は ともだち と <b>やまのぼり</b> に いきます	I'm going mountain climbing with my friend tomorrow.	0	0
無関心	apathy, indifference	むかんしん	彼女は政治に<b>無関心</b>です。	かのじょ は せいじ に <b>むかんしん</b> です	She's indifferent to politics.	0	0
無関係	irrelevant, unrelated	むかんけい	彼はこの事件と<b>無関係</b>です。	かれ は この じけん と <b>むかんけい</b> です	He has nothing to do with this incident.	0	0
マナー	manners	マナー	食事の<b>マナー</b>を守りましょう。	しょくじ の <b>まなー</b> を まもりましょう	We should observe table manners.	0	0
不況	depression, slump	ふきょう	<b>不況</b>の影響で仕事が少ないね。	<b>ふきょう</b> の えいきょう で しごと が すくない ね	There's little work due to the recession.	0	0
態度	attitude, manner	たいど	あの男の<b>態度</b>にみんなあきれてたよ。	あの おとこ の <b>たいど</b> に みんな あきれて た よ	Everyone was tired of the man's attitude.	0	0
明治	Meiji era	めいじ	祖父は<b>明治</b>の生まれです。	そふ は <b>めいじ</b> の うまれ です	My grandfather was born in the Meiji era.	0	0
府	urban prefecture	ふ	彼は大阪<b>府</b>に住んでいます。	かれ は おおさか<b>ふ</b> に すんで います	He lives in Osaka Prefecture.	0	0
府立	prefectural	ふりつ	彼女は<b>府立</b>大学に通っています。	かのじょ は <b>ふりつ</b> だいがく に かよって います	She goes to the prefectural university.	0	0
ばらばら	separately	ばらばら	生徒たちは<b>ばらばら</b>に帰宅したね。	せいとたち は <b>ばらばら</b> に きたく した ね	Students went home separately.	0	0
野党	opposition party	やとう	<b>野党</b>が与党を厳しく非難していましたね。	<b>やとう</b> が よとう を きびしく ひなん して いました ね	The opposition party was severely criticizing the ruling party.	0	0
当選	election to office	とうせん	彼は選挙に<b>当選</b>しました。	かれ は せんきょ に <b>とうせん</b> しました	He won the election.	0	0
入選	acceptance, selection	にゅうせん	彼の絵がコンクールに<b>入選</b>した。	かれ の え が こんくーる に <b>にゅうせん</b> した	His painting won a prize at the contest.	0	0
選択	selection, choice	せんたく	この5種類から<b>選択</b>できます。	この 5 しゅるい から <b>せんたく</b> できます	You can select one from these five types.	0	0
天候	weather, climate	てんこう	ここは<b>天候</b>の変化が激しいですね。	ここ は <b>てんこう</b> の へんか が はげしい です ね	The climate here is very changeable.	0	0
手首	wrist	てくび	<b>手首</b>の関節をひねっちゃった。	<b>てくび</b> の かんせつ を ひねっちゃった	I have twisted my wrist joint.	0	0
